Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
2735,Aluminosillicates,Si rich,8.011394561,1.212145725,3.090638666,3.19381032,1.059272162,8.633947459,-8.028267067,53428,72.78802395,1.084048115,2.116330899,0.374429883,2.542793937,0.264057843,3.527865186,1.022783015,10.78760028,0.377645018,,,,,,,,,2.975602634,0.18111848,0.770225096,0.140287587,,,,,4.491557926,0.288395211,,,,
2736,Sillica mixtures ,,3.955998803,1.664597801,2.048647015,2.244311501,1.453767119,8.643109363,-8.027392091,57190,75.9724319,1.212670188,,,,,0.942648947,1.169832237,6.415206194,0.334108574,,,,,,,0.605151989,0.16242126,0.806520693,0.159828749,3.410746902,0.251506409,,,,,11.84729934,0.54089264,,,,
2737,Metallic Fe,,1.43131615,1.546164447,1.127954353,1.349966045,1.041862928,8.639439959,-8.026275748,55908,74.55635667,0.943327043,,,,,,,1.018234808,0.2218629,,,,,,,,,,,10.54241955,0.476766936,,,,,13.88298422,0.632939022,,,,
2738,Sillica mixtures ,,1.828903969,1.355256978,1.395772301,1.525985864,1.04300415,8.751806045,-8.024087069,56989,79.379493,1.262471639,6.232576072,0.534594804,,,2.094028704,1.319974661,11.33360788,0.422203448,,,,,,,0.960296579,0.168190943,,,,,,,,,,,,,,
2739,Aluminosillicates,Si rich,2.127094834,1.236487552,1.550937235,1.645691726,0.997398788,8.755877004,-8.01843438,57805,80.85999489,1.648182422,,,,,4.553211108,1.750821061,9.80925113,0.508657144,,,,,,,,,2.471114509,0.273787207,,,,,,,2.306424454,0.381924189,,,,
2740,Sillica mixtures ,,2.385526916,1.533388909,1.522014259,1.74279867,1.156130374,8.678315801,-8.014027099,53648,77.19499469,1.289567444,,,3.651952744,0.379355275,1.692405902,1.243630238,8.037704229,0.398155022,,,,,,,,,4.603365064,0.283461134,1.062948629,0.20199432,,,,,3.756644949,0.345876953,,,,
2771,Oxygen only,,6.102973028,1.502921703,2.79871019,2.787570017,3.250916009,8.880589329,-8.040587336,56978,100,0.000748879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,Aluminosillicates,Si rich,14.86978445,1.891415234,3.367568833,4.351183469,1.529400537,8.842807958,-8.042257894,61449,75.78949928,1.053582504,2.120764181,0.352981105,1.201123279,0.228907238,3.736978024,1.025809906,11.62126437,0.381445908,,,,,,,,,2.737670951,0.171675987,0.360869127,0.125155889,,,,,2.431841381,0.223423121,,,,
2773,Sillica mixtures ,,0.834934421,1.208251388,0.996980215,1.031053598,1.012627086,8.872530376,-8.0335631,53641,84.20569897,2.137387916,3.385771438,0.916046742,,,0.547525659,2.214360982,11.86101213,0.665421737,,,,,,,,,,,,,,,,,,,,,,
2774,Sillica mixtures ,,0.894572594,1.317074522,0.986960059,1.067241867,0.991072497,8.878448982,-8.032557397,57148,82.95680881,1.977426745,3.457840905,0.817197841,,,2.579387464,2.025081404,9.450437129,0.562767498,,,,,,,,,1.555524673,0.292377546,,,,,,,,,,,,
2775,Aluminosillicates,Si rich,1.689748232,2.860710971,0.986960059,1.466783648,1.875725529,8.760854973,-8.031237752,57754,77.28361487,1.255229488,,,2.59811189,0.328322034,3.610569984,1.250377391,10.22155508,0.431737257,,,,,,,,,1.368165854,0.188148231,0.553385075,0.179992127,,,,,4.364591464,0.348946848,,,,
2776,Sillica mixtures ,,2.544562044,1.303962817,1.760082335,1.799954727,1.137231598,8.815673804,-8.022322509,58975,81.09244704,1.560978498,,,2.44160071,0.429383758,0.672079017,1.646355353,10.51577926,0.504540512,,,,,,,,,2.176583558,0.265593315,,,,,,,3.101510182,0.405774405,,,,
2777,Aluminosillicates,Si rich,0.993969548,1.956816409,0.870580146,1.124971704,1.270265079,8.77929478,-8.021591713,57860,82.6623261,1.676932722,2.801992185,0.68488745,,,3.994846717,1.694496535,8.700215816,0.469076121,,,,,,,,,1.840624772,0.257796934,,,,,,,,,,,,
2778,Sillica mixtures ,,1.113245894,1.266216506,1.096678236,1.190558145,0.987032111,8.843304976,-8.021107071,57905,85.50761938,0.880075991,,,,,0,2.371796779,7.63412565,0.542440126,,,,,,,,,1.299727615,0.347595545,,,,,,,5.558529869,0.618694583,,,,
2779,Aluminosillicates,Si rich,3.379496465,1.366388997,1.894262408,2.074345328,1.124522078,8.785912997,-8.018891855,57607,76.86060071,1.17575461,1.727580838,0.434353389,1.71191711,0.284620328,3.013764136,1.10796066,9.993422031,0.395863643,,,,,,,,,2.053468302,0.180772762,0.694985455,0.164448633,,,,,3.944255412,0.307644857,,,,
2780,Aluminosillicates,Si rich,1.093366503,1.266216506,1.096678236,1.179880277,1.004978149,8.886439193,-8.017868621,54324,79.50068712,2.0220045,3.652401268,0.846979581,,,4.923667014,2.073195204,10.52750349,0.627477653,,,,,,,,,1.395745669,0.309206825,,,,,,,,,,,,
2781,Sillica mixtures ,,1.192763458,1.4696606,1.072600339,1.232344758,1.058554232,8.870924096,-8.016084805,60660,82.19634295,1.304343902,,,,,2.405285835,1.394598652,11.50906682,0.468998309,,,,,,,3.889299557,0.278160581,,,,,,,,,,,,,,
2782,Aluminosillicates,Si rich,12.3252224,1.150691621,3.989047763,3.961434154,1.380639112,8.876707957,-8.017053459,59050,72.28255272,0.906028133,4.157629982,0.322204293,,,7.245575637,0.928108953,13.28486353,0.351025909,,,,,,,,,3.029372543,0.152565318,,,,,,,,,,,,
2783,Aluminosillicates,Si rich,4.472862968,1.406252593,2.086324704,2.386425362,1.155278764,8.873175529,-8.014667727,60559,76.65700912,1.100145467,2.990075015,0.438324083,,,3.208646923,1.105917804,12.19679564,0.402531773,,,,,,,0.447019842,0.14112785,1.301913336,0.160212687,,,,,,,3.198541701,0.267901248,,,,
2841,Sillica mixtures ,,3.498772811,1.416973264,1.921731338,2.110634004,1.18246588,8.95629556,-8.040053777,59862,77.82806754,1.603909954,,,1.92700848,0.402785419,2.127482742,1.672658324,10.94634458,0.516169239,,,,,,,,,2.412436903,0.268645422,,,,,,,2.778931521,0.386118935,1.979724877,0.481710071,,
2842,Sillica mixtures ,,1.03372833,1.266216506,1.096678236,1.147250534,1.000548052,8.989703898,-8.037692088,54632,87.24526763,2.262795717,,,,,2.26806961,2.399216965,9.297447652,0.651373155,,,,,,,1.189217344,0.383727928,,,,,,,,,,,,,,
2843,Aluminosillicates,Si rich,7.494530396,1.287232517,3.183962469,3.089066602,1.386840457,8.959085971,-8.030739272,61732,71.42002583,1.177057158,1.548479125,0.385685149,1.355632208,0.244152732,3.296279535,1.066940092,13.52964491,0.477282144,,,,,,,0.47428594,0.128873379,2.686810866,0.184131658,0.565503864,0.157186587,,,,,5.123336613,0.320120202,,,,
2844,Aluminosillicates,Si rich,4.115033931,1.42603108,2.085626497,2.288978796,1.127084018,8.911698288,-8.026518454,54509,76.1792779,1.357867941,2.782604471,0.536143081,,,3.997582197,1.387515292,12.58178502,0.490689045,,,,,,,,,1.0763634,0.192372431,,,,,,,3.382387385,0.348450849,,,,
2845,Aluminosillicates,Si rich,4.492742359,1.160698464,2.392752515,2.39172265,1.062494506,8.946940435,-8.024432949,55063,78.80392075,1.25022335,,,1.071971375,0.308439182,3.127369657,1.252518408,7.322524488,0.357257714,,,,,,,,,0.897515099,0.168154191,0.788800884,0.192407449,,,,,7.987892628,0.438498659,,,,
2846,Aluminosillicates,Si rich,6.540319629,1.496349947,2.537036824,2.885722368,1.158927238,8.962577332,-8.020153594,53828,74.60367084,1.009468269,3.943398967,0.370392785,,,7.109829783,1.019245945,10.88093221,0.347640249,,,,,,,,,2.606239542,0.159779191,,,,,,,0.855937134,0.1695171,,,,
2847,Aluminosillicates,Si rich,6.202369982,1.594649895,2.463013773,2.810178417,1.500822078,8.918287937,-8.014795006,52823,75.4622519,1.064005401,,,2.776600234,0.286381179,2.185817808,1.020676922,9.62516889,0.365007343,,,,,,,,,2.593459375,0.181456341,1.126283593,0.163189787,,,,,6.230426952,0.347395544,,,,
2848,Aluminosillicates,Si rich,2.902391082,1.155449102,1.894262408,1.922352491,1.049482696,8.894032576,-8.013461847,57609,74.71168637,1.217794139,3.669347242,0.482331589,1.602105238,0.291535351,4.61172834,1.21719623,11.8618764,0.43427865,,,,,,,,,1.135169063,0.172496343,,,,,,,2.408087812,0.282651256,,,,
2849,Aluminosillicates,Si rich,1.669868841,1.336191988,1.387872031,1.458129982,1.070428468,9.018805205,-8.0109519,53114,82.09289908,1.703443006,,,1.403031498,0.44879606,4.209854081,1.748988032,8.659796417,0.495784311,,,,,,,,,1.475151628,0.272985222,,,,,,,2.159267664,0.409166934,,,,
2850,Sillica mixtures ,,1.828903969,1.406979008,1.395772301,1.525985864,1.125101485,8.950703071,-8.010462532,59340,70.06964087,0.786717888,,,10.9345153,0.478433771,,,7.976750284,0.340140634,,,,,,,,,,,,,,,,,9.929201752,0.435777288,1.089894492,0.347965816,,
2851,Aluminosillicates,Si rich,7.713203696,1.248119709,2.965076224,3.13380854,1.076753858,8.977340592,-8.007135314,59271,71.11629248,0.931456033,3.226093575,0.305808987,,,8.989101648,0.937569048,12.42855638,0.345793739,,,,,,,,,3.709323332,0.167022937,,,,,,,0.530624157,0.132191123,,,,
2852,Sillica mixtures ,,3.399375856,1.435711303,1.896650058,2.080437398,1.169189041,8.95590421,-8.005511241,55360,68.00664067,0.828780141,,,11.22952476,0.488260016,,,9.437021613,0.371850119,,,,,,,,,,,,,,,,,10.10736674,0.455769151,1.219442207,0.358532439,,
2853,Aluminosillicates,Si rich,1.23252224,1.305032174,1.127954353,1.252715473,0.968240961,8.916415739,-8.002393374,55020,79.437536,1.819196716,,,2.766654454,0.516355922,4.072241113,1.893237233,8.604130149,0.536749046,,,,,,,,,2.183824964,0.307242363,,,,,,,2.935614996,0.446934113,,,,
2907,Sillica mixtures ,,2.8626323,1.247888799,1.82521329,1.90914029,1.052931643,8.305435761,-7.915055654,54236,77.97400951,1.9915279,4.287817702,0.791299995,,,4.31454815,2.102985233,11.771819,0.641916739,,,,,,,,,1.651814021,0.322359637,,,,,,,,,,,,
2908,Aluminosillicates,Si rich,4.035516367,1.333375425,2.033979272,2.266755175,1.047579631,8.364086415,-7.914023999,57142,73.64144921,1.237524021,4.660616443,0.479442906,,,7.292041928,1.270419545,12.11754307,0.448513217,,,,,,,,,2.288343385,0.200672378,,,,,,,,,,,,
2909,Aluminosillicates,Si rich,2.24637118,1.157621877,1.691931529,1.691203305,1.00259823,8.265102667,-7.912363446,54218,73.69152904,1.570493542,3.243011609,0.626072101,,,4.707852006,1.472735126,9.616111964,0.506720645,,,,,,,0.64803795,0.207976555,0.758118788,0.20907491,1.498702541,0.257085846,,,,,5.836635455,0.468579866,,,,
2910,Sillica mixtures ,,2.166853616,1.265467777,1.595168343,1.661000816,1.064892586,8.365489655,-7.911904632,57262,80.43988943,1.783691719,,,2.078349143,0.472901203,2.546692081,1.881651022,9.007684141,0.523523567,,,,,,,,,1.691846736,0.282666087,,,,,,,4.235554114,0.483774487,,,,
2911,Sillica mixtures ,,1.03372833,1.672077733,0.986960059,1.147250534,1.108227408,8.292158705,-7.907624953,57585,80.03723025,1.931101084,,,1.958910748,0.545420172,3.692023084,2.001811191,9.017222375,0.574536948,,,,,,,,,1.709536463,0.330107682,,,,,,,3.585075587,0.541908341,,,,
2912,Metallic Fe,,0.934331376,1.392838157,0.996980215,1.090700534,1.059425088,8.364624053,-7.905703592,56456,75.14675856,1.253396645,,,2.633397281,0.707720499,,,1.39497919,0.40379134,,,,,,,,,,,2.58616209,0.41897702,,,,,18.23869497,0.936622359,,,,
2913,Sillica mixtures ,,0.795175639,1.345666783,0.937146389,1.006205281,1.042203812,8.286227601,-7.904682836,58585,88.36329579,2.518391982,,,,,1.840396225,2.699591406,9.796303511,0.698180823,,,,,,,,,,,,,,,,,,,,,,
2914,Sillica mixtures ,,1.669868841,1.367920162,1.382851283,1.458129982,1.142337879,8.340216093,-7.900705046,54991,81.28551841,1.562551223,,,2.564723231,0.428644568,0.917531364,1.653145067,9.884589165,0.48127519,,,,,,,,,2.037567087,0.254179235,,,,,,,3.310078755,0.397756696,,,,
2915,Sillica mixtures ,,1.471074932,1.476617424,1.196376258,1.368587146,1.066230471,8.349941526,-7.899687291,55390,78.18993926,2.091525868,3.621048853,0.915094279,,,0.542790582,2.133673429,10.08095294,0.598069932,,,,,,,,,1.477621682,0.300369435,,,,,,,3.887168691,0.510751922,2.200474404,0.643636892,,
2916,Aluminosillicates,Si rich,12.02703154,1.223103706,4.138677146,3.913220178,1.520228258,8.276727019,-7.887652519,55405,73.35619926,0.988540985,6.312420964,0.394487055,,,5.428688601,1.022422779,13.28083128,0.380795379,,,,,,,0.40259189,0.109645538,1.219265908,0.129473396,,,,,,,,,,,,
2917,Aluminosillicates,Si rich,0.854813812,1.208251388,0.996980215,1.04325584,0.989077619,8.288674425,-7.875912109,57766,79.17360663,1.758371107,4.405279458,0.778060313,,,4.398015514,1.786256395,10.1325728,0.541375391,,,,,,,,,,,,,,,,,1.89053081,0.400467357,,,,
2918,Aluminosillicates,Si rich,1.113245894,1.384583095,1.096678236,1.190558145,1.090012848,8.365218766,-7.870875944,57967,79.46065068,1.722628437,3.024805151,0.721879629,,,5.290587619,1.711680926,8.102218062,0.491717504,,,,,,,,,2.034823596,0.286195544,,,,,,,2.086912096,0.389028364,,,,
2919,Aluminosillicates,Si rich,4.075275149,1.590799041,1.794564386,2.277894088,1.087947371,8.320201637,-7.858328916,58830,75.13603568,1.139330678,2.941507287,0.418590428,,,7.308299094,1.151960436,11.9080469,0.405110093,,,,,,,,,2.141658776,0.178210367,,,,,,,0.564458966,0.201207958,,,,
2942,Sillica mixtures ,,1.709627623,1.410415325,1.333696303,1.475386558,1.115771881,8.404696222,-7.920228287,58490,83.75185728,0.672300067,,,,,,,14.57729936,0.566185405,,,,,,,,,,,,,,,,,1.670841314,0.391595159,,,,
2943,Aluminosillicates,Si rich,1.550592496,1.437894505,1.333696303,1.405089208,1.191174909,8.375497158,-7.916090879,58876,79.75745797,1.676792465,,,2.254746109,0.473442813,5.151798204,1.71633698,8.75107348,0.510014361,,,,,,,,,1.591937244,0.269034225,,,,,,,2.492986247,0.429946696,,,,
2944,Aluminosillicates,Si rich,4.492742359,1.411226547,2.193356472,2.39172265,1.191399901,8.435687136,-7.911388481,57874,75.2197504,1.214174926,2.51414869,0.428890996,1.446138229,0.277230307,4.850266501,1.230972447,10.43274477,0.396212842,,,,,,,,,2.413127944,0.200068695,,,,,,,3.123826534,0.290937838,,,,
2945,Aluminosillicates,Si rich,1.153004676,1.160698464,1.196376258,1.211631606,0.993583193,8.498407856,-7.904422151,55569,79.87952232,1.721928641,2.506720461,0.73408219,,,4.631629214,1.731432974,10.36427766,0.53982269,,,,,,,,,,,,,,,,,2.617846802,0.425027497,,,,
2946,Sillica mixtures ,,1.769265796,1.511191901,1.296074279,1.500899456,1.199119892,8.432268918,-7.900542688,56375,87.23814487,2.645722777,,,,,0.973142125,2.812892944,8.240641654,0.683437055,,,,,,,,,,,,,,,,,3.548074514,0.6999203,,,,
2947,Aluminosillicates,Si rich,6.778872321,1.178030055,2.791544601,2.937878198,0.991971734,8.446789919,-7.900073731,56704,72.06129432,1.04340706,3.130920231,0.357038109,,,5.675621703,1.026160829,10.74552238,0.353151769,,,,,,,,,2.740732208,0.163776882,1.009706408,0.138566433,,,,,4.636197537,0.263783848,,,,
2948,Aluminosillicates,Si rich,1.013848939,1.455971595,0.996980215,1.136165728,1.149358284,8.42942405,-7.892655975,59394,79.69920635,1.75371822,2.910931036,0.701972749,,,5.453192815,1.777636632,9.103160352,0.499126688,,,,,,,,,1.540506911,0.265260064,,,,,,,1.292998996,0.357700884,,,,
2949,Metallic Fe,,1.669868841,1.590792616,1.268948647,1.458129982,1.194596313,8.42505057,-7.891823851,59770,71.16286159,1.191619877,,,,,,,1.8884819,0.344893406,,,,,,,,,,,4.08914946,0.385561003,,,,,20.72701156,0.905018859,2.132496424,0.594368251,,
2950,Aluminosillicates,Si rich,3.021667427,1.375090345,1.718732487,1.961455189,1.070599058,8.401078536,-7.89091278,61532,75.41705966,1.091757789,4.93821688,0.436953688,,,4.719245806,1.115215383,12.05435395,0.391379371,,,,,,,,,1.929103211,0.164333149,,,,,,,0.942017138,0.198046886,,,,
2951,Sillica mixtures ,,0.795175639,1.220518214,0.986960059,1.006205281,0.992241195,8.403031912,-7.884420826,57659,82.87107944,2.132802643,,,1.975525171,0.604752917,1.277843956,2.237205021,7.738702744,0.564493937,,,,,,,,,1.353676524,0.323534478,,,,,,,4.783179983,0.60045463,,,,
2952,Sillica mixtures ,,3.995757585,1.592843618,1.894262408,2.255561253,1.137039997,8.373657038,-7.869286365,60789,71.34416699,0.978074037,,,6.74232319,0.349294394,0.532305753,0.954649504,12.13241965,0.38958143,,,,,,,,,3.207592666,0.1959424,,,,,,,6.041198969,0.331825693,,,,
2953,Aluminosillicates,Si rich,1.23252224,1.968823233,0.897282193,1.252715473,1.141490435,8.484841164,-7.850041032,55316,81.05501533,1.747868024,2.13260036,0.715120649,,,5.695834383,1.747354493,8.848123252,0.513647776,,,,,,,,,2.268422954,0.295319455,,,,,,,,,,,,
2954,Sillica mixtures ,,0.954210767,1.149915012,1.096678236,1.10224266,0.973234885,8.472526513,-7.83485256,53928,80.05183339,1.961617172,,,3.719305247,0.589830661,2.034823783,2.042448707,9.155208617,0.599998562,,,,,,,,,1.983325183,0.35785418,,,,,,,3.05549521,0.553845987,,,,
2965,Aluminosillicates,Si rich,1.391557368,1.610855372,1.096678236,1.331084471,1.127157926,8.62379301,-7.916421337,54636,75.82143545,1.672980376,5.487533286,0.709387241,,,4.935210571,1.747858897,12.32718155,0.576742925,,,,,,,,,,,,,,,,,1.42863784,0.373198837,,,,
2966,Sillica mixtures ,,1.292160413,1.273286542,1.296074279,1.282665091,1.275171594,8.562141763,-7.904913936,56567,66.2186861,0.843049213,,,14.12899494,0.523863221,,,8.777242154,0.366414431,,,,,,,,,,,,,,,,,9.561945498,0.434443122,1.313128136,0.351006375,,
2967,Metallic Fe,,2.286129961,1.550047031,1.469415556,1.706104062,1.219726451,8.595262757,-7.900861217,53113,74.79604483,1.426603086,,,,,0.337032694,1.404650137,2.039203607,0.279229623,,,,,,,,,,,9.895206243,0.496242987,,,,,12.93251812,0.658783689,,,,
2968,Aluminosillicates,Si rich,1.868662751,1.313195434,1.395772301,1.542483488,0.988421733,8.539127669,-7.894835157,56323,80.60480952,1.390871126,,,,,7.482542843,1.460300665,7.931523025,0.399683882,,,,,,,,,3.981125355,0.26731391,,,,,,,,,,,,
2969,Sillica mixtures ,,1.729507014,1.740042898,1.196376258,1.483939596,1.153403337,8.53333845,-7.89217458,52861,77.87249088,0.858354568,,,5.102273077,0.469099218,,,9.50614512,0.452102395,,,,,,,,,4.867133498,0.313954405,,,,,,,2.651962452,0.381774292,,,,
2970,Aluminosillicates,Si rich,9.780660357,1.412179673,3.075598132,3.528898347,1.14039465,8.506961044,-7.888592219,62595,72.81185985,0.88806469,3.49259004,0.301596359,1.570629515,0.181201834,3.53686139,0.822548382,11.91796437,0.336897001,,,,,,,0.444888184,0.093521021,2.616759762,0.140393537,0.365121663,0.098969915,,,,,3.243310004,0.201536599,,,,
2971,Sillica mixtures ,,3.439134638,1.343315108,1.915297013,2.092568331,1.080121953,8.590973581,-7.882122461,56626,75.17242432,1.16825914,,,5.233153701,0.392843084,0.692279637,1.186037809,10.17392799,0.407268619,,,,,,,,,4.123795405,0.245051854,,,,,,,4.60441336,0.354101742,,,,
2972,Sillica mixtures ,,1.749386405,1.362971591,1.387872031,1.492443617,1.09041343,8.593643532,-7.879294108,59741,83.41568708,2.058959939,,,,,1.879394241,2.157519944,5.565682054,0.506975874,,,,,,,,,,,2.953350171,0.410466176,,,,,6.185880303,0.631019752,,,,
2973,Aluminosillicates,Si rich,4.691536269,1.469342254,2.190111981,2.444064136,1.216510086,8.624777671,-7.871158824,61807,74.02294874,0.966520328,1.208097767,0.335493358,6.397436559,0.319336052,2.009014226,0.863516331,9.816988558,0.338658108,,,,,,,,,3.444015607,0.183591724,0.525039574,0.129064079,,,,,2.576459385,0.227488251,,,,
2974,Sillica mixtures ,,2.067456661,1.101257218,1.778528141,1.622457265,1.263967987,8.6029009,-7.86403734,58278,77.89735794,0.879770983,,,6.629630923,0.576862227,,,8.894472569,0.473064557,,,,,,,,,,,,,,,,,6.578548998,0.497798575,,,,
2975,Aluminosillicates,Si rich,9.283675583,1.357442359,3.338301122,3.438072552,1.376776772,8.56637999,-7.863025003,55817,70.91647387,1.123333815,1.695341244,0.373317348,1.816043071,0.241409568,3.759052977,0.99281827,11.67344302,0.415713759,,,,,,,0.386828627,0.121238444,2.695688047,0.177539838,1.342431456,0.159205368,,,,,5.714691803,0.322489557,,,,
2976,Aluminosillicates,Si rich,3.439134638,1.519593292,1.829928987,2.092568331,1.332435265,8.62981282,-7.858312338,53357,75.5415678,1.292306464,5.118516088,0.529822055,,,4.639843479,1.312388387,11.58527508,0.448644022,,,,,,,0.526543986,0.172341149,0.903922413,0.172442757,,,,,,,1.684326865,0.275377743,,,,
2977,Sillica mixtures ,,0.894572594,1.692268228,0.897282193,1.067241867,1.177085747,8.616267169,-7.855112338,53415,82.01004267,1.66318845,2.826641127,0.704571465,,,2.618823014,1.609805785,7.969242334,0.467143906,,,,,,,,,1.011422742,0.227502151,0.837783888,0.249353703,,,,,2.726055868,0.403802702,,,,
2982,Aluminosillicates,Si rich,4.810812615,1.349868871,2.293054494,2.474937749,1.164512028,8.676807128,-7.920349388,53614,75.10220408,1.515721623,2.013817802,0.57477951,1.773074083,0.375107047,5.119821802,1.514444221,11.23783067,0.510599557,,,,,,,,,2.983533032,0.266543776,,,,,,,1.769721508,0.325969281,,,,
2983,Aluminosillicates,Si rich,6.520440238,1.328628952,2.791544601,2.881333434,1.204669206,8.731363165,-7.917497762,55645,75.05719662,1.271581184,2.608958259,0.450806087,,,6.628189236,1.316965558,11.97533682,0.445715943,,,,,,,,,3.730315343,0.232530292,,,,,,,,,,,,
2984,Sillica mixtures ,,2.683717781,1.223172318,1.862095133,1.848517137,1.175989564,8.637172306,-7.915540044,55978,79.06805277,1.302391477,,,2.926909737,0.368316309,1.395869534,1.357112173,9.054695815,0.413004961,,,,,,,,,3.148091584,0.242734072,,,,,,,4.40637134,0.369824166,,,,
